inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;podsekciya;id_processa;ssylka;ssylka_etp
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512376;реализация Оборудование НИЗ МТР;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;7587248.98 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218094;https://www.tektorg.ru/sale/procedures/17218094;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512375;реализация Оборудование НИЗ МТР;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2524409.42 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218090;https://www.tektorg.ru/sale/procedures/17218090;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512374;реализация Оборудование НИЗ МТР;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6082127.77 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218086;https://www.tektorg.ru/sale/procedures/17218086;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512373;реализация Оборудование НИЗ МТР;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;11337025.51 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218084;https://www.tektorg.ru/sale/procedures/17218084;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512372;реализация Оборудование НИЗ МТР - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;21423196.06 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218082;https://www.tektorg.ru/sale/procedures/17218082;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ512371;реализация Оборудование НИЗ МТР;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;72024155.18 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;vitrine;17218079;https://www.tektorg.ru/sale/procedures/17218079;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ511175;КРУПНОГАБАРИТНЫЕ ШИНЫ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;43190017.97 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;;16703059;https://www.tektorg.ru/sale/procedures/16703059;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ511174;КРУПНОГАБАРИТНЫЕ ШИНЫ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;45912468.2 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;;16703047;https://www.tektorg.ru/sale/procedures/16703047;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ511173;КРУПНОГАБАРИТНЫЕ ШИНЫ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;53329831.9 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;;16703045;https://www.tektorg.ru/sale/procedures/16703045;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ511172;КРУПНОГАБАРИТНЫЕ ШИНЫ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;55580305.19 ₽;2025-12-25;2026-01-12;Работа комиссии;sale;;16703027;https://www.tektorg.ru/sale/procedures/16703027;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312363;Машины, оборудование, здания, сооружения, участки ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;7619404 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;vitrine;9782170;https://www.tektorg.ru/sale/procedures/9782170;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312361;Товары для перепродажи;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;4568694.05 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;;9782168;https://www.tektorg.ru/sale/procedures/9782168;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312357;РТИ, изделия асбестовые, ЗиП к ним, ВВ и химпродукция (Фибра полимерная BarChip 48)  - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;11133683.02 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;;9782091;https://www.tektorg.ru/sale/procedures/9782091;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312358;Электродвигатели, кабельная продукция  - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1735864.92 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;;9782087;https://www.tektorg.ru/sale/procedures/9782087;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312354;"З/ч к дробильно-размольному оборудованию (дробилкам, дезинтеграторам, грохотам, сита, панели, мельницы)
 ";"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;9142599.64 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;vitrine;9781930;https://www.tektorg.ru/sale/procedures/9781930;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312353;Подшипники (в т.ч. узлы), ЗиП к подшипникам;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1640812.06 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;vitrine;9781929;https://www.tektorg.ru/sale/procedures/9781929;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312351;Запчасти оборудования, транспорта, спецтехники;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;3784330.11 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;;9781927;https://www.tektorg.ru/sale/procedures/9781927;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ312338;З/ч к буровому, шахтному оборудованию. Материалы шахтные ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;18016805.96 ₽;2023-12-20;2024-01-16;Работа комиссии;sale;vitrine;9781924;https://www.tektorg.ru/sale/procedures/9781924;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311412;З/ч к буровому, шахтному оборудованию. Материалы шахтные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;19191943.34 ₽;2023-11-23;2023-12-11;Работа комиссии;sale;vitrine;9612428;https://www.tektorg.ru/sale/procedures/9612428;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311415;З/ч оборудования,транспорта,спецтехники  ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;3784330.11 ₽;2023-11-23;2023-12-11;Работа комиссии;sale;;9612426;https://www.tektorg.ru/sale/procedures/9612426;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311411;Подшипники (в т.ч. узлы), ЗиП к подшипникам  - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1640812.06 ₽;2023-11-23;2023-12-11;Работа комиссии;sale;vitrine;9612424;https://www.tektorg.ru/sale/procedures/9612424;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311409;"З/ч к дробильно-размольному оборудованию (дробилкам, дезинтеграторам, грохотам, сита, панели, мельницы)
 - (Копия) - (Копия)";"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;9142599.64 ₽;2023-11-23;2023-12-11;Работа комиссии;sale;vitrine;9612420;https://www.tektorg.ru/sale/procedures/9612420;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ309200;реализация Тракторы;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6595200 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;;8903525;https://www.tektorg.ru/sale/procedures/8903525;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308291;Оборудование насосное, компрессорное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;231922.15 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8573255;https://www.tektorg.ru/sale/procedures/8573255;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308274;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;243479.02 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8562013;https://www.tektorg.ru/sale/procedures/8562013;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308270;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;9045370.04 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561963;https://www.tektorg.ru/sale/procedures/8561963;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308271;Оборудование подъемно-транспортное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1890160.03 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561960;https://www.tektorg.ru/sale/procedures/8561960;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308258;Оборудование подъемно-транспортное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;486720.6 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561800;https://www.tektorg.ru/sale/procedures/8561800;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308264;Оборудование охраны и доступа;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1319091.84 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561799;https://www.tektorg.ru/sale/procedures/8561799;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308261;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;524491.16 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561795;https://www.tektorg.ru/sale/procedures/8561795;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308260;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;566450.45 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561790;https://www.tektorg.ru/sale/procedures/8561790;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308259;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1234014.94 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;vitrine;8561780;https://www.tektorg.ru/sale/procedures/8561780;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308246;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;137948 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8561304;https://www.tektorg.ru/sale/procedures/8561304;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308249;Оборудование электротехническое;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;18360375.83 ₽;2023-11-16;2023-12-11;Работа комиссии;sale;;8561301;https://www.tektorg.ru/sale/procedures/8561301;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308211;Оборудование электротехническое;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1542913.56 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8549560;https://www.tektorg.ru/sale/procedures/8549560;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308207;Оборудование электротехническое;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;961771.63 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8548833;https://www.tektorg.ru/sale/procedures/8548833;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308206;Оборудование подъемно-транспортное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;586014 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8548832;https://www.tektorg.ru/sale/procedures/8548832;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308205;Оборудование подъемно-транспортное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;432256 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8548830;https://www.tektorg.ru/sale/procedures/8548830;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308210;Электродвигатели, вибродвигатели;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5927538.26 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8548828;https://www.tektorg.ru/sale/procedures/8548828;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308209;Устройства низковольтные комплектные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;538842 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8548827;https://www.tektorg.ru/sale/procedures/8548827;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308208;Оборудование горно-шахтное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2009869.48 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8548823;https://www.tektorg.ru/sale/procedures/8548823;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308177;Оборудование электротехническое;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;948528 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8538073;https://www.tektorg.ru/sale/procedures/8538073;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308176;Подстанции комплектные трансформаторные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;200640 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8537725;https://www.tektorg.ru/sale/procedures/8537725;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308175;Подстанции комплектные трансформаторные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;635054 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8537696;https://www.tektorg.ru/sale/procedures/8537696;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308144;Ячейки высоковольтные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;897366 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8518568;https://www.tektorg.ru/sale/procedures/8518568;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308116;Оборудование горно-шахтное ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;161702 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8510708;https://www.tektorg.ru/sale/procedures/8510708;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308104;Оборудование ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;61777 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8502267;https://www.tektorg.ru/sale/procedures/8502267;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308102;Оборудование ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;386046 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8502266;https://www.tektorg.ru/sale/procedures/8502266;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308101;Оборудование ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;142446 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8502262;https://www.tektorg.ru/sale/procedures/8502262;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308100;Оборудование ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;61389 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;vitrine;8502253;https://www.tektorg.ru/sale/procedures/8502253;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308099;Оборудование электротехническое;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;789667 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8502250;https://www.tektorg.ru/sale/procedures/8502250;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308118;Оборудование горно-шахтное ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;681028.38 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8502118;https://www.tektorg.ru/sale/procedures/8502118;
